temp,weekday,cost,price,sales
19.8,3,0.3,7,174
29.4,2,0.5,9,217
25.3,3,1.5,9,213
25.2,7,0.5,3,253
18.5,3,1.0,3,187
27.2,2,1.5,6,209
17.0,7,0.3,6,243
19.3,2,0.5,10,183
20.6,3,1.0,9,177
32.6,3,1.0,7,220
24.7,5,1.0,3,200
21.6,5,1.0,5,186
26.4,3,1.0,6,203
33.8,4,0.3,9,225
23.7,2,1.0,8,185
20.1,5,1.5,6,188
19.8,3,0.5,7,181
24.1,7,1.5,6,224
31.0,4,1.0,4,213
23.7,7,0.5,10,184
23.3,7,1.5,5,238
20.3,6,0.3,8,176
19.7,7,0.3,8,221
28.4,7,0.5,6,237
25.7,4,1.5,7,200
25.9,6,0.3,4,194
18.7,7,0.5,9,207
26.5,1,0.5,5,242
25.5,7,1.5,6,229
30.3,5,1.0,5,202
28.5,4,0.3,5,194
23.3,3,0.5,5,192
25.6,5,1.5,3,209
25.5,3,0.3,9,196
23.8,7,1.0,4,246
20.7,6,1.5,5,178
27.8,5,0.5,5,196
33.3,7,0.5,4,253
23.8,3,0.3,6,183
30.8,4,1.0,9,234
22.9,6,1.0,4,189
22.8,7,1.5,3,238
24.1,5,1.0,10,197
23.0,5,0.5,9,188
28.1,7,0.3,9,201
28.9,7,0.3,3,252
13.9,6,0.3,8,155
27.5,7,0.5,9,189
25.8,6,1.5,9,207
31.2,2,1.5,3,219
20.6,2,0.5,10,182
24.7,2,0.5,9,204
29.1,1,0.3,10,183
27.8,7,0.3,6,245
30.4,4,0.3,4,201
21.1,7,0.3,9,206
21.5,5,1.5,7,176
26.6,7,0.3,9,203
18.7,1,0.3,7,224
26.0,4,0.5,3,197
28.0,5,1.0,10,227
25.6,1,1.5,10,164
18.8,7,1.0,9,197
21.9,1,1.5,8,200
22.9,2,1.0,4,202
25.9,7,0.3,3,254
25.2,3,0.5,10,209
22.4,7,0.5,10,178
17.4,6,1.0,7,165
16.8,1,0.5,9,204
20.1,5,1.5,7,177
20.0,3,1.0,4,191
21.6,6,0.5,4,191
19.8,6,0.3,6,176
23.5,1,1.0,6,235
21.6,3,1.5,3,199
24.8,1,0.3,5,243
24.0,4,0.3,5,186
26.4,2,1.5,10,216
20.2,6,1.0,7,175
20.5,3,0.3,4,176
19.6,5,1.5,5,185
24.4,4,0.5,7,196
26.9,3,1.0,5,209
28.6,3,0.5,9,207
24.7,2,0.5,8,188
23.5,2,1.0,6,185
27.0,7,1.5,7,206
23.8,1,1.0,3,255
20.0,7,0.3,6,240
27.0,3,1.0,6,200
22.3,1,0.3,8,217
18.1,2,0.5,7,169
23.3,6,1.0,4,195
20.7,3,1.5,10,205
23.8,3,0.3,5,189
21.1,1,0.5,4,245
22.7,5,0.3,10,184
21.6,3,1.5,9,195
23.5,7,0.3,9,196
26.3,6,1.0,6,202
25.0,5,0.5,10,199
24.0,1,0.5,10,187
28.1,5,1.0,3,202
18.6,4,0.5,4,174
24.7,7,1.5,6,228
28.7,6,0.3,6,195
26.2,7,0.3,9,204
28.5,1,0.3,5,245
20.3,1,1.5,3,248
28.6,1,1.5,5,239
21.2,1,0.3,5,247
28.5,3,0.3,3,205
25.0,3,1.0,9,200
27.4,1,0.3,10,175
20.9,2,0.3,4,188
23.1,5,0.5,4,196
16.6,6,1.5,10,188
25.5,3,0.5,3,204
27.0,6,1.0,3,203
25.5,1,1.5,7,211
28.6,3,1.0,6,206
26.5,3,0.5,10,206
24.7,7,1.0,3,248
26.4,4,1.5,4,203
22.0,6,0.5,4,190
27.9,7,1.5,7,218
25.3,6,1.0,9,195
25.5,1,0.3,10,184
23.7,6,0.3,7,178
21.9,1,1.0,3,236
20.4,7,0.3,9,205
23.1,6,0.3,6,180
27.1,3,0.3,10,207
17.2,4,0.5,7,164
24.7,1,0.3,7,231
38.4,3,1.0,9,248
25.2,6,0.3,9,194
23.7,4,1.5,6,195
25.9,5,0.3,8,192
23.9,2,0.5,4,189
24.9,7,1.0,5,245
25.1,6,0.5,10,194
20.5,4,1.5,4,193
29.3,4,0.5,8,204
25.4,2,1.5,10,224
29.0,3,0.3,3,209
25.2,4,0.3,7,189
28.8,1,0.3,9,183
24.8,5,0.5,7,192
36.7,5,1.0,8,235
29.2,1,0.5,5,247
29.9,1,1.5,7,212
24.4,1,0.3,8,216
18.5,3,1.0,10,193
23.4,6,0.5,8,184
26.7,7,1.5,5,237
25.2,2,1.0,7,199
22.4,4,1.5,3,205
21.7,6,1.5,5,193
19.7,1,1.0,8,204
22.8,5,0.3,10,188
27.1,7,1.5,4,248
27.2,1,1.5,4,238
27.1,3,1.0,10,231
23.8,5,1.5,10,213
25.3,1,1.5,8,202
24.4,4,1.5,5,208
26.2,6,0.3,3,206
25.6,7,1.5,7,213
26.9,2,0.5,3,201
23.9,1,1.5,8,206
24.1,7,0.5,5,245
29.9,3,1.0,10,229
29.5,2,0.3,4,197
16.0,1,1.5,6,230
25.7,1,0.3,10,188
25.6,2,1.5,9,215
27.5,5,0.3,4,199
15.7,2,0.3,4,173
17.5,5,1.5,3,201
22.4,5,1.0,8,187
24.4,7,1.0,9,189
19.5,2,1.0,6,176
28.4,1,1.5,4,233
28.0,6,0.3,7,199
26.5,7,0.3,5,234
27.2,6,1.0,9,214
19.4,7,0.3,3,230
23.3,6,1.0,3,195
14.7,1,0.3,4,235
27.8,6,0.3,5,202
28.4,4,0.3,6,199
25.5,6,0.3,10,204
19.9,1,0.3,4,250
24.0,7,0.3,5,246
27.7,3,0.5,9,205
19.0,2,0.5,8,175
24.8,2,1.0,4,199
26.7,6,0.5,9,200
20.9,7,1.0,9,190
21.7,1,0.3,8,218
28.6,6,1.5,8,211
26.9,1,0.3,6,240
29.6,6,0.3,3,208
25.0,5,0.3,7,184
20.2,3,1.5,7,192
23.8,7,0.3,5,233
21.5,3,1.0,5,193
23.0,5,1.0,8,196
25.9,5,1.5,6,211
30.0,6,1.0,5,205
24.7,1,1.0,5,243
31.4,1,0.3,5,241
18.9,1,0.3,7,234
23.3,4,0.5,5,186
24.2,2,1.5,6,201
15.8,7,1.0,10,187
17.7,6,1.5,6,185
22.8,6,1.5,3,206
24.6,1,0.3,3,259
25.8,3,1.0,7,199
24.4,4,1.5,6,200
22.9,5,1.5,3,208
18.7,7,0.3,10,193
24.3,2,0.5,7,191
30.5,4,0.3,4,201
25.9,2,0.3,8,198
21.4,3,0.3,10,183
24.7,1,1.0,9,187
25.8,4,0.3,8,192
29.1,4,0.3,8,199
22.0,3,0.5,9,195
26.1,5,1.0,9,205
26.4,4,0.3,5,195
23.0,3,1.5,9,199
23.8,4,0.3,10,192
22.5,2,1.5,8,193
24.4,3,0.3,3,201
25.2,6,1.5,4,203
19.4,4,0.5,3,186
23.6,1,1.5,9,184
30.2,6,0.5,9,209
24.1,2,1.0,5,187
16.8,2,0.5,10,167
29.9,2,0.5,10,214
23.3,3,1.5,9,208
24.8,7,1.0,3,243
26.3,6,0.5,8,184
22.6,3,0.5,10,189
20.2,3,1.0,10,195
21.3,6,1.5,6,189
25.2,1,1.5,9,185
24.1,5,1.5,10,213
23.1,5,0.5,3,197
32.6,7,1.0,9,181
25.2,3,0.3,4,198
28.0,5,1.5,6,208
32.6,4,0.3,9,216
24.7,1,1.0,3,241
22.6,1,0.5,6,244
23.2,3,1.0,9,191
24.7,4,0.5,9,195
31.3,3,1.0,4,208
28.4,4,0.3,10,216
23.4,3,0.5,8,189
22.0,3,1.0,6,191
27.2,4,0.3,6,191
31.4,2,1.0,7,212
22.0,7,0.3,10,178
30.6,5,1.5,5,210
25.6,7,0.3,7,238
24.4,1,1.5,6,219
23.3,6,0.5,8,189
21.7,5,0.5,9,184
22.5,4,1.5,7,198
29.2,7,1.0,5,236
18.8,1,0.3,8,220
22.6,2,0.5,9,180
24.1,5,1.0,9,200
19.8,2,0.3,9,176
22.4,7,1.0,7,225
18.7,7,1.5,3,245
26.7,2,1.0,4,212
26.8,7,1.5,8,198
18.8,2,1.0,8,180
29.8,7,0.5,8,210
20.3,5,0.3,10,185
16.7,5,1.5,7,185
17.2,2,1.0,7,177
26.0,2,1.5,9,217
14.9,5,0.3,7,166
23.7,7,0.5,5,241
25.0,7,0.3,6,230
28.0,7,1.0,4,252
22.8,4,1.5,3,202
28.7,4,0.5,4,209
22.5,3,0.5,5,183
27.7,5,0.5,5,195
20.2,5,1.5,8,179
25.3,6,1.0,5,197
22.8,1,1.5,5,242
24.8,1,1.0,5,250
32.8,4,1.5,9,244
24.1,2,0.5,10,194
24.3,6,1.0,8,195
24.6,1,1.0,7,218
25.4,5,1.5,6,196
15.4,5,1.5,4,181
27.0,3,0.5,10,205
18.7,6,1.0,4,182
16.1,3,0.5,6,166
24.5,1,1.5,10,173
19.2,6,0.5,3,193
25.0,3,1.0,6,198
28.4,3,1.5,9,219
24.1,2,1.0,6,184
20.1,3,0.5,7,167
24.5,5,1.0,3,202
32.1,3,0.3,7,209
24.3,3,1.5,6,191
31.1,3,0.5,8,210
29.9,7,0.5,5,255
19.3,3,0.3,3,183
27.6,1,1.5,8,196
18.8,5,0.5,7,170
26.3,4,1.5,8,207
26.3,6,1.0,4,212
23.3,7,0.5,9,204
17.8,4,0.3,8,160
22.6,7,0.5,6,233
22.7,1,0.3,9,193
25.9,4,1.5,7,203
23.8,5,1.5,9,213
26.1,2,1.0,8,204
22.8,7,0.3,6,232
17.6,3,1.5,4,195
23.9,4,1.0,3,194
29.6,7,0.5,6,227
20.6,3,0.3,3,196
19.9,5,0.5,4,180
16.3,3,1.5,4,185
31.4,4,0.5,10,223
19.8,6,0.3,8,172
28.2,4,1.0,7,201
24.6,3,1.5,8,197
23.5,2,0.5,5,188
24.3,5,0.3,6,188
31.4,2,0.5,9,213
30.8,5,1.5,10,243
26.1,1,1.5,9,183
22.3,2,1.0,6,184
29.9,7,1.5,9,174
26.8,2,1.0,3,212
24.5,5,1.5,5,191
26.1,4,1.0,8,217
21.0,2,0.5,10,184
27.0,2,1.0,4,201
23.0,2,1.0,9,200
23.1,1,1.0,7,228
19.4,2,0.3,3,186
24.4,1,1.5,9,180
25.7,6,1.0,7,208
18.2,6,1.5,3,195
25.3,2,1.0,8,203
25.8,1,1.0,10,171
29.2,1,1.5,5,238
28.6,1,1.5,9,187
21.7,6,0.3,4,189
28.9,4,0.3,7,192
26.1,1,1.5,9,177
23.2,1,1.5,7,217
21.0,5,0.5,5,177
27.6,7,1.5,5,243
27.3,2,0.5,9,206
22.2,4,0.5,6,184
25.3,5,0.3,9,196
22.4,5,1.0,3,199
21.0,4,0.5,4,191
20.4,4,0.5,6,173
26.5,3,1.0,6,212
25.3,6,1.0,10,215
25.5,1,1.5,10,165
25.0,3,1.0,7,187
24.3,1,1.0,5,240
27.7,5,0.3,4,195
17.6,3,1.5,3,193
27.3,3,1.0,4,208
19.5,1,1.0,9,194
23.2,2,1.5,10,216
24.5,3,0.3,10,199
24.1,7,0.5,6,236
25.8,5,0.3,10,193
20.5,5,1.5,6,187
30.7,4,1.5,6,218
28.3,6,0.5,5,193
26.1,3,0.3,6,193
26.9,1,1.5,10,170
22.5,4,1.0,6,179
17.1,5,1.0,6,179
17.9,4,0.5,6,164
25.9,6,1.0,3,203
13.7,5,1.5,3,190
30.2,3,1.0,3,213
25.7,4,1.5,10,220
20.3,7,1.5,5,229
21.8,4,0.5,7,175
17.7,6,0.3,4,179
23.5,5,1.0,4,184
25.5,7,1.0,6,231
28.8,5,1.0,9,220
18.9,6,1.0,10,187
28.2,6,0.5,5,198
24.9,6,1.5,9,212
23.7,1,0.3,7,230
24.1,6,1.5,7,196
25.4,6,1.0,3,196
31.3,1,0.3,3,253
29.9,1,0.5,8,207
27.3,3,0.5,3,208
21.1,2,0.3,9,173
23.1,4,0.5,8,194
27.6,4,0.5,8,204
25.5,6,0.3,5,186
20.9,6,1.0,3,190
31.3,2,1.5,5,212
33.4,4,0.3,5,208
26.1,1,1.0,3,249
22.6,3,1.5,9,206
24.1,2,0.5,3,201
20.0,3,1.0,8,179
19.3,6,1.0,5,178
25.4,7,0.3,8,209
23.1,7,0.5,6,233
27.7,7,0.3,3,249
35.6,1,0.5,3,251
25.9,7,1.0,10,186
24.1,3,1.5,8,210
24.8,4,1.0,5,192
25.9,1,0.3,3,258
30.0,5,1.0,10,221
24.9,4,1.0,6,195
27.6,2,1.5,3,210
20.1,1,0.5,10,194
20.5,7,0.5,6,242
23.5,2,0.5,5,179
27.9,1,0.5,6,237
20.6,1,1.0,5,240
29.4,6,0.5,4,209
20.6,2,1.5,5,187
25.0,4,1.0,6,202
24.1,5,0.3,6,183
30.6,3,1.0,7,210
20.5,3,0.3,6,177
20.9,3,1.0,10,195
23.2,4,0.5,3,201
27.2,6,1.0,10,217
27.0,7,0.5,4,240
19.4,3,0.5,8,173
21.2,4,1.0,5,192
19.3,3,1.0,10,183
31.1,3,1.5,4,220
26.0,5,1.5,6,207
26.9,5,0.5,4,203
15.8,5,1.5,7,175
25.2,7,1.0,8,211
23.4,4,1.0,10,196
28.1,5,0.5,8,207
17.9,2,1.0,4,177
30.0,5,1.0,3,209
27.1,6,0.3,4,206
26.9,6,1.5,6,204
19.7,7,0.3,8,221
32.3,6,0.5,9,223
25.6,2,1.5,4,203
25.9,1,0.5,8,211
24.8,4,0.5,5,196
23.5,7,1.0,10,178
25.3,4,1.0,7,193
25.3,7,1.5,4,242
29.0,5,1.0,6,208
26.9,5,0.3,5,195
21.8,4,0.5,4,187
25.5,6,0.5,9,195
28.6,3,0.3,7,202
22.1,7,0.5,5,244
24.3,6,0.3,7,181
29.2,2,1.0,9,226
26.4,5,1.0,9,209
22.7,7,1.0,3,246
27.1,5,1.5,7,205
28.5,5,1.0,9,213
27.4,4,1.0,10,212
25.4,2,0.5,8,199
32.2,5,1.0,10,237
19.2,6,0.5,9,182
26.0,6,0.5,5,193
27.2,4,0.3,8,189
21.0,6,1.0,5,192
21.6,5,0.5,4,187
21.8,5,1.5,8,194
25.1,7,0.3,3,254
24.1,6,0.5,6,183
26.6,5,0.5,7,198
29.4,6,1.5,10,230
22.1,5,0.5,3,196
24.9,6,1.0,3,205
26.1,3,1.5,9,215
16.5,6,0.3,10,163
23.5,4,0.3,7,174
17.5,6,0.3,3,186
21.0,4,0.3,7,177
20.4,2,1.0,8,179
28.5,1,1.0,7,208
21.7,2,0.3,4,187
21.5,4,0.3,6,175
27.0,1,0.3,9,206
23.5,5,1.5,8,205
18.6,1,1.0,8,213
28.4,2,0.5,8,214
27.9,1,1.0,10,176
22.7,3,0.5,4,186
17.4,1,1.0,5,238
21.2,7,1.0,3,250
20.3,2,1.0,4,191
30.3,6,1.0,9,222
21.1,3,1.5,4,197
27.0,3,0.3,8,199
28.8,6,0.3,10,215
25.1,3,0.5,8,186
25.2,2,0.5,4,191
29.0,7,0.3,9,203
27.1,4,0.3,9,203
17.8,5,1.0,7,170
28.0,5,1.0,5,206
15.1,4,0.3,7,155
21.2,7,0.5,10,189
27.1,3,1.5,3,216
16.5,3,0.3,4,183
28.0,7,0.5,3,251
32.6,1,1.0,8,204
23.0,6,0.5,6,186
16.5,3,0.3,7,162
30.3,2,1.5,7,210
19.9,2,0.3,9,171
18.7,6,0.3,4,180
19.2,4,1.0,10,188
21.5,5,0.3,10,181
20.9,5,1.5,5,188
31.3,2,1.5,6,215
19.8,6,1.5,4,188
16.8,1,0.5,6,239
17.2,2,1.0,8,180
21.7,1,0.5,9,200
30.2,7,0.5,4,235
18.0,4,1.5,3,196
22.7,7,0.3,7,240
26.4,2,1.5,8,210
22.3,1,0.3,10,181
22.5,5,0.3,8,174
22.0,5,0.5,7,175
24.9,2,1.5,5,198
20.5,2,0.5,9,182
29.3,7,1.0,10,169
16.4,1,1.0,10,184
27.3,6,1.5,8,216
27.8,7,0.5,8,213
23.7,4,0.3,10,193
22.3,1,0.5,7,221
28.5,4,0.5,4,201
19.7,5,1.0,9,183
22.7,3,0.3,9,184
20.1,1,0.3,10,183
24.7,1,0.3,4,249
20.0,6,0.3,3,182
21.0,4,0.3,4,185
26.3,5,1.5,5,208
23.5,4,1.0,3,200
24.6,7,1.5,9,191
30.1,5,1.5,3,228
15.8,2,1.0,4,177
21.4,1,0.5,7,224
23.8,2,0.3,5,188
29.3,5,0.3,3,216
19.4,2,0.5,3,193
23.2,3,1.5,7,202
25.9,1,1.0,6,232
19.4,6,1.5,8,198
21.9,6,0.3,10,185
23.7,5,1.5,7,192
21.6,7,1.0,4,242
26.0,6,1.5,8,214
27.3,7,0.3,6,235
22.1,7,1.0,10,182
26.4,3,0.3,8,194
25.6,6,1.0,10,213
23.8,1,0.5,6,228
20.9,7,1.0,7,223
30.3,7,0.5,10,176
19.4,4,1.5,6,188
24.8,3,1.0,4,196
27.2,7,1.0,10,177
13.7,7,0.5,6,242
21.2,6,0.3,9,187
16.3,7,1.5,7,216
23.0,6,0.5,10,188
26.3,3,1.0,9,206
21.0,2,0.3,4,196
24.1,4,1.5,5,197
26.7,5,0.3,9,201
20.9,6,0.5,4,180
22.7,1,0.3,6,232
19.7,6,0.3,4,188
25.9,4,0.5,10,204
22.8,4,1.5,4,198
29.7,5,1.0,7,204
28.8,2,1.5,7,214
18.6,1,1.0,10,177
24.6,1,1.0,8,204
24.8,2,1.0,4,204
24.5,3,0.5,8,181
25.4,4,0.5,8,196
23.0,1,0.3,5,241
27.7,4,0.5,4,196
26.5,1,0.5,7,217
25.6,7,1.0,9,192
21.7,3,0.5,4,191
28.5,3,0.5,10,208
18.4,7,1.0,5,238
28.0,7,1.0,3,252
26.4,1,1.0,10,172
20.6,1,0.3,6,243
25.7,6,1.5,8,205
33.4,7,1.5,3,259
24.1,5,1.0,7,191
21.6,2,1.0,4,188
24.7,5,0.3,8,205
26.3,3,1.5,6,203
31.0,4,1.0,4,211
23.3,7,1.0,7,223
27.9,3,1.0,8,204
24.8,7,0.5,5,246
28.9,1,1.0,4,240
25.7,6,1.5,8,206
20.0,3,0.5,9,185
27.0,7,0.5,3,256
28.5,2,1.0,4,210
23.2,7,0.3,8,215
15.7,2,1.0,9,171
20.4,7,0.5,10,190
24.2,5,0.3,6,185
26.8,4,0.5,8,202
22.0,2,1.5,4,195
28.0,5,0.3,6,199
21.9,7,1.0,9,192
18.6,5,0.3,9,171
25.8,7,0.5,6,240
21.3,5,1.5,5,186
29.2,4,0.3,3,202
28.4,3,0.3,7,195
22.4,5,0.5,7,184
21.5,3,0.3,7,165
24.9,6,1.5,10,236
28.5,6,0.5,7,201
24.5,6,1.0,10,203
23.5,2,1.0,6,188
28.3,2,1.0,6,207
26.7,6,1.0,4,204
21.3,3,1.0,5,190
21.4,1,0.5,7,230
15.3,5,1.5,4,178
23.0,6,0.3,9,181
22.5,4,0.3,6,177
25.9,4,0.5,8,200
21.2,6,0.5,9,179
22.3,7,0.5,10,181
22.4,1,1.5,4,238
21.8,7,1.0,9,196
22.7,2,1.0,5,192
21.6,3,1.5,8,196
28.6,7,0.5,10,180
23.3,7,1.0,3,254
25.5,6,0.5,9,199
25.3,2,1.0,5,202
19.7,7,1.0,9,195
15.9,1,0.5,10,186
19.2,5,0.5,10,182
22.4,2,1.0,7,183
23.8,7,1.0,6,234
18.3,4,1.5,10,195
26.3,4,0.5,3,208
22.4,2,1.0,3,200
27.0,3,1.5,4,207
20.0,1,0.5,9,193
12.3,5,1.5,10,162
25.9,5,1.5,5,191
25.6,3,1.5,8,204
32.7,3,0.5,6,215
24.1,2,0.5,4,189
25.0,4,0.3,6,189
30.7,1,1.0,4,245
12.7,1,1.5,4,230
17.9,3,0.5,7,169
15.9,3,0.3,9,157
25.0,3,0.5,4,202
22.6,2,0.3,3,197
25.7,6,0.3,5,196
17.3,4,1.0,9,178
20.6,4,0.3,8,185
23.4,7,0.3,5,237
22.7,5,1.0,9,198
22.3,1,0.5,10,192
27.6,5,1.5,8,213
20.5,1,1.0,4,257
21.5,5,1.0,4,188
21.4,1,0.3,4,242
25.9,4,0.3,7,203
19.3,1,1.5,9,189
19.2,1,0.5,8,213
19.5,4,1.5,3,200
16.8,2,0.5,9,166
22.4,6,1.0,5,184
20.7,6,1.0,6,188
15.0,4,1.5,7,172
21.0,6,0.3,5,186
23.4,3,0.3,9,183
29.5,2,0.5,9,212
22.8,6,0.3,10,189
28.6,1,1.5,9,184
24.0,5,0.5,7,186
28.5,1,0.5,9,199
18.4,2,1.0,3,197
17.7,5,1.5,9,183
22.3,2,1.0,6,188
21.9,1,1.5,8,200
23.3,7,1.0,6,235
25.0,1,1.0,8,207
18.6,3,1.0,10,185
24.1,5,1.0,6,195
21.0,6,0.5,7,187
31.1,2,0.5,4,207
22.5,6,0.5,8,181
21.5,1,1.0,10,175
30.3,1,1.5,5,237
17.0,2,0.5,7,169
30.0,5,1.0,9,223
24.8,4,1.0,10,207
21.7,6,0.5,4,183
21.8,2,1.5,10,194
23.6,2,1.0,8,191
24.7,5,0.5,7,194
20.5,2,0.5,3,190
24.9,1,1.0,4,237
26.4,1,0.5,9,200
23.5,1,1.0,4,249
29.6,6,1.0,3,212
19.8,3,1.5,3,194
24.0,6,1.5,9,209
27.4,7,0.5,10,179
25.4,2,1.5,9,206
29.5,2,1.0,4,206
27.4,1,0.3,7,224
19.3,6,1.5,5,174
29.3,7,0.3,6,236
21.4,7,1.0,8,207
28.2,7,0.3,9,204
23.9,3,0.5,4,193
28.2,3,0.3,7,201
14.2,5,1.0,7,162
26.7,4,1.0,6,194
23.1,4,0.5,3,198
29.9,3,0.3,3,207
30.1,1,0.3,4,249
29.3,4,0.5,10,214
23.3,1,0.3,7,222
24.1,6,1.0,10,202
20.5,5,0.5,6,178
23.6,4,1.0,9,195
24.4,3,0.3,10,201
26.1,1,0.3,6,236
29.5,4,0.3,3,211
20.5,3,1.5,4,206
24.7,7,1.0,8,211
26.5,6,0.5,6,195
23.4,6,0.5,9,188
17.2,2,1.0,6,175
22.1,4,0.5,4,190
21.5,2,1.0,7,185
19.3,5,1.0,9,176
24.7,5,0.5,10,192
22.3,4,0.5,8,190
22.8,6,1.5,5,187
24.3,6,1.5,8,196
23.5,6,0.3,10,193
25.9,7,1.0,9,188
25.9,5,0.5,8,202
24.7,5,1.0,10,202
25.4,1,1.5,8,193
26.7,7,0.5,7,213
22.4,1,0.3,10,192
27.9,5,1.0,7,203
29.0,4,0.5,7,203
23.3,5,1.5,10,210
29.2,4,0.5,8,210
26.1,3,0.5,10,209
25.8,7,1.0,8,203
31.0,5,1.5,10,245
18.7,6,1.0,3,187
27.2,7,0.5,4,251
21.2,7,1.0,6,223
24.6,4,0.3,9,189
15.1,1,0.5,9,208
27.1,1,1.0,6,239
28.5,1,1.0,10,171
19.7,7,1.5,9,192
30.0,4,0.3,4,208
21.4,7,1.5,4,248
23.1,2,0.5,4,190
19.1,2,1.5,6,180
25.3,7,0.3,4,256
21.9,6,1.0,7,190
22.6,4,1.5,9,212
23.6,5,1.0,6,188
19.0,2,1.5,3,193
25.3,7,1.0,3,249
22.0,6,0.5,6,183
28.5,5,1.5,7,215
22.9,4,0.3,7,187
25.1,3,0.5,7,190
24.8,5,1.5,8,210
27.9,2,1.5,4,206
28.7,1,1.5,9,187
23.3,3,1.0,5,186
