wage,hours,lhwage,IQ,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc
700,40,2.8622008809294686,82,13,10,4,30,1,0,0,1,4,5.0,8.0,
1710,45,3.6375861597263857,114,18,7,6,32,1,0,0,1,1,1.0,12.0,
533,30,2.8773240425036892,65,12,5,1,32,0,1,0,1,5,1.0,11.0,12.0
2004,48,3.7316994512968646,105,18,10,0,34,1,0,0,1,2,1.0,12.0,12.0
890,60,2.6968769005040847,92,14,9,8,32,1,0,0,1,1,2.0,7.0,7.0
3078,30,4.630837932736669,107,13,11,4,29,1,0,0,1,2,2.0,12.0,12.0
1539,40,3.650008679724943,111,17,10,13,37,1,0,0,1,3,2.0,12.0,16.0
508,40,2.5416019934645457,73,12,1,1,31,1,1,0,1,1,,,
1354,40,3.521938999358284,119,17,13,9,35,0,0,0,0,2,1.0,16.0,16.0
1143,35,3.486063602305397,97,12,21,8,38,1,0,0,1,5,1.0,12.0,12.0
962,40,3.1801349965517702,110,12,16,8,33,1,0,0,1,2,1.0,10.0,10.0
1250,44,3.3467091963780855,96,12,19,20,38,1,0,0,1,2,1.0,12.0,12.0
990,40,3.2088254890146994,67,12,16,3,34,1,1,0,1,2,1.0,8.0,8.0
905,40,3.11905548958599,102,12,17,4,37,1,0,0,0,5,5.0,12.0,12.0
926,55,2.8235410494137083,64,12,18,0,38,1,0,0,1,4,5.0,0.0,2.0
1559,40,3.6629204149438404,103,12,17,10,34,1,0,0,1,3,4.0,8.0,8.0
1312,40,3.490428515390098,118,10,14,4,32,1,0,0,1,0,1.0,12.0,8.0
923,40,3.138749780388916,118,14,8,16,35,1,1,0,1,5,1.0,7.0,
879,40,3.089905443571241,118,18,1,9,31,1,0,0,1,1,2.0,13.0,13.0
800,25,3.4657359027997265,75,13,14,1,38,1,0,1,1,0,1.0,12.0,10.0
1049,50,3.043569602968151,112,14,6,10,32,1,0,0,0,3,3.0,12.0,10.0
550,40,2.6210388241125804,95,12,4,1,30,0,0,0,0,3,4.0,12.0,10.0
1190,40,3.392829131991639,119,17,4,2,34,1,0,0,1,0,1.0,12.0,14.0
583,48,2.4969861754426015,94,14,10,6,37,1,0,0,0,2,1.0,12.0,12.0
1200,40,3.4011973816621555,103,14,5,2,30,1,0,0,1,1,1.0,6.0,7.0
797,55,2.673521493557744,90,16,11,5,33,1,0,0,1,5,2.0,14.0,17.0
1371,40,3.534416225448378,128,18,8,13,36,1,0,0,0,1,2.0,16.0,12.0
360,55,1.8787708462176849,110,13,11,1,38,0,1,0,1,4,,12.0,8.0
1270,40,3.457892725338701,84,12,11,12,30,1,0,0,1,2,2.0,12.0,12.0
1832,40,3.824284091120139,97,12,16,1,36,1,0,0,1,1,2.0,8.0,12.0
909,40,3.1234656400635425,102,12,14,5,33,1,0,0,1,3,3.0,12.0,7.0
1746,40,3.776203282285611,131,18,9,10,33,1,0,0,1,7,3.0,12.0,12.0
520,40,2.5649493574615367,126,16,8,1,30,1,0,0,1,7,5.0,12.0,12.0
808,40,3.005682604407159,107,16,6,7,29,1,0,0,0,7,6.0,12.0,12.0
2137,45,3.8604957655488277,108,16,11,2,36,1,0,0,1,2,3.0,12.0,
692,50,2.6275629501895237,92,15,9,3,38,1,1,0,1,0,1.0,8.0,8.0
931,80,2.4542326426031855,108,16,4,1,36,1,0,0,1,4,2.0,12.0,12.0
812,45,2.8928378503913583,115,16,11,3,34,1,0,0,1,1,2.0,12.0,8.0
866,40,3.075005454448499,111,14,16,14,35,1,0,0,1,1,1.0,12.0,12.0
1442,40,3.584906863730958,115,12,14,9,36,1,0,0,1,7,5.0,12.0,12.0
500,40,2.5257286443082556,101,14,12,0,32,1,0,0,0,2,2.0,11.0,6.0
1384,50,3.3207101307494686,114,18,12,2,37,1,0,0,1,1,1.0,12.0,13.0
528,55,2.2617630984737906,116,18,5,9,30,1,0,0,1,4,5.0,12.0,12.0
881,40,3.092178171822243,90,12,4,14,36,1,0,0,0,2,3.0,12.0,
1026,45,3.126760535960395,125,12,11,11,28,1,0,0,1,3,1.0,14.0,17.0
1212,40,3.4111477125153233,98,12,11,12,28,0,0,0,1,4,,12.0,10.0
1620,38,3.752595268500044,111,15,8,5,29,1,0,0,0,1,2.0,10.0,
1843,48,3.6479489467619324,109,16,11,2,32,1,0,0,1,3,2.0,12.0,
1602,60,3.2846635654062037,124,16,12,2,37,1,0,0,1,1,2.0,12.0,12.0
1000,40,3.2188758248682006,121,13,6,1,33,1,0,0,1,2,2.0,8.0,14.0
737,48,2.7313868812814457,103,12,7,4,30,1,0,0,1,4,4.0,10.0,
1699,40,3.7489156675579958,96,12,10,1,29,0,0,1,1,2,3.0,12.0,12.0
1699,40,3.7489156675579958,100,12,11,9,33,1,0,0,1,1,2.0,12.0,8.0
1025,48,3.061246880664618,104,14,6,5,32,1,0,0,1,2,3.0,,12.0
1107,40,3.3205294785947004,112,12,12,5,38,1,0,0,1,5,3.0,11.0,12.0
625,40,2.7488721956224653,73,11,1,1,31,1,0,0,1,3,4.0,12.0,12.0
720,50,2.667228206581955,101,13,1,7,29,1,0,0,1,4,2.0,11.0,11.0
855,40,3.062222014822824,99,12,19,10,36,1,0,0,1,1,2.0,12.0,12.0
1250,40,3.4420193761824107,95,12,12,2,32,1,0,0,1,2,2.0,12.0,12.0
1130,40,3.34109345759245,109,18,4,13,38,1,0,0,0,1,2.0,18.0,15.0
900,40,3.1135153092103742,110,12,6,1,28,0,0,0,1,1,,13.0,13.0
1924,50,3.6501386257975055,98,17,6,7,38,1,0,0,1,1,1.0,4.0,
962,40,3.1801349965517702,112,15,8,2,37,1,0,0,1,2,1.0,12.0,16.0
1874,48,3.6646294518904763,64,11,22,3,38,1,1,0,1,7,,,
1573,55,3.353406717825807,90,12,5,3,30,1,0,0,1,4,3.0,11.0,8.0
940,45,3.0392173854937297,102,14,11,7,36,1,0,0,1,1,2.0,12.0,10.0
900,40,3.1135153092103742,119,16,8,9,30,1,0,0,0,1,2.0,12.0,12.0
882,44,2.9980024220885304,96,12,15,13,31,1,0,0,0,6,3.0,8.0,10.0
1710,45,3.6375861597263857,118,18,12,12,38,1,0,0,1,1,1.0,12.0,12.0
1260,45,3.332204510175204,79,12,19,15,37,1,0,0,0,3,2.0,9.0,8.0
751,40,2.932526197650198,96,12,9,7,38,1,0,0,0,1,1.0,10.0,8.0
1097,50,3.088311454847084,80,11,12,12,28,1,0,0,0,5,1.0,12.0,11.0
1001,48,3.0375537684073297,137,13,11,11,33,1,0,0,0,5,6.0,12.0,
1154,40,3.3621099929541085,116,15,11,12,34,0,0,0,0,2,1.0,12.0,9.0
1000,43,3.1465551632885744,69,12,15,16,35,1,0,0,1,4,4.0,12.0,8.0
1250,40,3.4420193761824107,78,12,16,3,33,1,0,0,1,9,,6.0,2.0
857,65,2.5790506487021427,99,12,18,3,38,1,0,1,1,2,1.0,8.0,8.0
1211,27,3.803364877548763,92,12,13,3,31,1,0,0,1,3,2.0,16.0,12.0
937,32,3.3769473794386955,113,16,12,7,29,1,0,0,1,3,,16.0,12.0
904,50,2.89480635496403,98,13,7,1,33,1,0,0,1,5,,12.0,
872,45,2.96412693413866,115,15,7,4,29,1,0,0,1,3,1.0,12.0,18.0
1200,40,3.4011973816621555,96,9,18,0,34,1,0,0,1,4,3.0,,8.0
1261,40,3.4507808818509833,117,17,1,9,35,1,0,0,1,4,1.0,6.0,8.0
950,40,3.1675825304806504,96,12,14,2,35,1,0,0,1,1,1.0,8.0,2.0
115,50,0.8329091229351039,108,12,9,3,29,1,0,0,1,5,6.0,10.0,11.0
673,40,2.8228658755307916,92,17,6,4,31,1,0,0,1,5,5.0,16.0,12.0
1084,45,3.1817506922292718,95,15,17,10,37,1,0,0,1,1,2.0,16.0,16.0
1058,40,3.2752561583043085,94,14,13,14,34,1,0,0,1,0,1.0,15.0,9.0
800,40,2.995732273553991,115,12,20,12,38,1,0,0,0,7,6.0,7.0,8.0
369,40,2.221917189926591,117,18,11,1,31,0,0,0,0,3,4.0,,
1924,40,3.8732821771117156,105,16,14,13,36,1,0,0,0,0,1.0,12.0,
855,40,3.062222014822824,109,12,17,15,36,1,0,0,0,3,1.0,7.0,6.0
864,40,3.0726933146901194,87,12,15,6,31,1,0,0,0,1,1.0,12.0,12.0
1092,44,3.211576522386589,110,16,15,13,36,1,0,0,1,4,4.0,13.0,13.0
1025,40,3.2435684374585723,110,16,9,4,30,1,0,0,0,3,,10.0,12.0
850,35,3.1898882879949486,109,12,11,2,31,1,0,0,0,2,2.0,17.0,
673,40,2.8228658755307916,85,12,17,10,35,1,0,0,0,2,2.0,12.0,12.0
800,40,2.995732273553991,105,14,12,12,37,1,0,0,0,3,2.0,10.0,12.0
1049,44,3.171402974478036,122,16,7,3,33,1,0,0,0,3,3.0,10.0,12.0
884,40,3.095577608523707,108,17,9,11,35,1,0,0,1,3,2.0,14.0,9.0
800,40,2.995732273553991,122,16,10,2,31,0,0,1,1,3,3.0,12.0,8.0
1200,40,3.4011973816621555,79,17,9,9,32,1,0,0,1,0,1.0,8.0,8.0
664,40,2.8094026953624978,105,12,8,10,29,1,0,0,1,7,6.0,12.0,12.0
1111,45,3.2063532998693103,90,12,18,18,37,1,0,0,1,6,3.0,,
850,43,2.9840362337907997,111,16,8,8,34,1,0,0,1,4,2.0,,
1000,40,3.2188758248682006,110,12,6,12,37,1,0,0,1,5,2.0,8.0,12.0
875,40,3.0853444322436783,92,12,8,4,29,0,0,0,1,4,,14.0,14.0
1202,40,3.4028626609812167,131,16,10,2,33,1,0,0,0,3,2.0,12.0,12.0
666,40,2.8124102164264526,104,12,10,2,29,1,0,0,0,2,3.0,12.0,12.0
923,40,3.138749780388916,110,16,15,11,37,1,0,0,0,2,1.0,12.0,7.0
788,40,2.9806186357439426,99,12,10,10,28,1,0,1,1,4,5.0,10.0,3.0
950,40,3.1675825304806504,86,10,23,5,38,1,0,1,1,9,9.0,,6.0
1442,40,3.584906863730958,105,12,9,16,37,1,0,1,1,3,4.0,,
866,40,3.075005454448499,85,12,11,12,30,1,1,1,0,8,5.0,6.0,0.0
625,40,2.7488721956224653,72,9,17,5,34,1,0,1,0,10,7.0,4.0,
680,40,2.833213344056216,86,12,13,9,32,0,0,1,0,6,1.0,6.0,7.0
693,40,2.852150545075967,68,12,11,19,35,1,0,1,0,5,2.0,12.0,8.0
875,36,3.1907049479015046,95,12,16,2,38,0,1,1,0,8,9.0,6.0,
2308,40,4.055257173514054,116,17,8,2,38,1,0,0,0,6,1.0,12.0,13.0
1196,45,3.280075444740257,96,14,10,4,32,1,0,1,0,2,3.0,10.0,6.0
700,38,2.913494175317019,85,12,13,8,32,1,1,1,1,6,,2.0,8.0
721,40,2.8917596831710126,100,12,8,8,29,1,0,1,1,3,2.0,12.0,4.0
1500,40,3.624340932976365,101,13,13,2,32,1,0,1,1,5,3.0,12.0,8.0
1050,50,3.044522437723423,97,15,4,9,31,1,1,1,1,2,1.0,16.0,9.0
801,48,2.8146599361604685,100,14,6,10,29,1,1,1,1,2,1.0,,
640,23,3.3259739604245677,96,12,7,3,31,0,1,1,1,5,,,
1198,32,3.622672875875668,117,16,7,9,30,1,0,1,1,1,2.0,12.0,12.0
390,55,1.9588135538912212,93,12,4,2,32,1,0,1,1,1,,16.0,13.0
889,36,3.2065782970577943,116,12,12,11,28,1,0,1,1,1,2.0,9.0,12.0
1076,38,3.3434195809953438,106,12,19,20,36,1,0,1,1,1,1.0,12.0,9.0
1127,40,3.33843505992584,98,12,17,12,36,1,0,1,1,1,2.0,14.0,12.0
750,50,2.70805020110221,103,15,1,1,37,1,0,1,0,1,1.0,12.0,9.0
855,40,3.062222014822824,118,14,6,14,33,1,0,1,0,3,1.0,,12.0
525,40,2.5745188084776873,100,13,5,1,31,1,0,1,0,1,1.0,10.0,12.0
1104,54,3.0177111802727663,96,12,11,4,29,1,0,1,0,1,2.0,10.0,12.0
553,40,2.6264785474083983,67,12,11,10,30,1,1,1,0,7,2.0,8.0,9.0
800,43,2.9234116119743647,96,12,10,1,29,1,0,1,0,1,1.0,10.0,10.0
1384,50,3.3207101307494686,104,13,8,7,31,1,0,1,0,3,1.0,13.0,14.0
425,30,2.6508917872622613,106,17,8,0,36,0,0,1,0,0,1.0,14.0,12.0
510,54,2.245426679154097,62,11,13,4,33,0,1,1,1,7,6.0,2.0,10.0
370,32,2.4477671028385437,73,12,13,2,31,1,1,1,0,9,2.0,3.0,4.0
596,40,2.7013612129514133,62,12,16,14,33,1,1,1,0,9,8.0,2.0,8.0
402,40,2.307572634505085,76,12,9,4,28,1,1,0,1,4,2.0,,10.0
418,40,2.34660197841082,76,12,12,2,31,1,1,1,0,0,1.0,9.0,10.0
1133,40,3.34374480691407,106,16,13,10,36,1,0,1,0,1,1.0,12.0,
681,40,2.834682852035576,94,12,18,15,35,0,0,1,1,4,,9.0,10.0
950,40,3.1675825304806504,81,11,16,5,35,1,0,1,0,3,4.0,10.0,6.0
600,40,2.70805020110221,87,10,20,7,36,1,0,1,0,0,1.0,5.0,6.0
661,40,2.80487438573775,96,13,8,6,29,0,0,1,0,3,2.0,,5.0
925,40,3.140914283398489,75,12,12,9,30,1,0,1,0,2,2.0,6.0,
550,40,2.6210388241125804,95,12,14,13,31,1,0,1,0,0,1.0,5.0,5.0
606,40,2.7180005319553784,86,11,13,11,30,1,0,1,0,4,4.0,3.0,7.0
425,40,2.3632097148104805,86,10,7,1,30,1,0,1,0,4,4.0,3.0,7.0
340,50,1.916922612182061,104,14,4,1,31,1,0,1,1,5,3.0,8.0,18.0
692,50,2.6275629501895237,95,12,16,9,34,1,0,1,1,2,2.0,7.0,5.0
575,40,2.665490586683414,116,12,11,9,29,1,0,1,0,1,2.0,8.0,12.0
571,40,2.658509755542074,66,9,15,10,33,1,0,1,0,5,1.0,8.0,6.0
817,40,3.0167596407460664,101,16,11,9,32,1,0,1,1,1,2.0,0.0,5.0
987,40,3.205790585319545,96,12,11,5,29,1,0,1,0,1,2.0,12.0,12.0
616,55,2.4159137783010487,104,12,16,18,35,1,0,1,1,4,5.0,9.0,
1026,60,2.8390784635086144,105,16,12,1,35,1,0,0,1,3,1.0,14.0,10.0
808,40,3.005682604407159,106,12,4,3,29,1,0,0,1,1,2.0,8.0,7.0
808,50,2.7825390530929495,101,17,8,0,30,1,0,1,1,1,2.0,15.0,15.0
788,40,2.9806186357439426,96,12,13,5,36,1,0,1,1,4,1.0,12.0,12.0
850,40,3.056356895370426,105,12,6,2,33,1,0,0,1,1,1.0,12.0,9.0
900,38,3.1648086035979253,106,12,10,19,38,1,0,1,1,7,,3.0,2.0
1418,45,3.4503402173217532,102,12,19,20,36,1,0,1,1,2,3.0,8.0,8.0
260,40,1.8718021769015913,75,12,21,0,37,1,1,1,0,3,3.0,,
662,45,2.688603066166688,99,14,7,2,28,1,1,1,0,6,1.0,5.0,5.0
562,55,2.32416866466122,90,13,4,1,38,1,0,1,0,1,1.0,12.0,11.0
562,80,1.9494752152198096,104,12,11,5,28,1,0,1,0,1,,12.0,12.0
357,70,1.62924053973028,115,13,5,2,30,1,0,1,1,6,7.0,,
1009,40,3.2278355662396727,118,16,11,12,32,1,0,1,0,0,1.0,12.0,10.0
1442,40,3.584906863730958,108,12,17,17,36,1,0,1,1,1,1.0,9.0,12.0
651,40,2.789630188094633,76,11,11,2,29,1,1,0,1,7,7.0,10.0,11.0
750,40,2.9311937524164198,50,12,14,5,32,1,1,1,0,10,,3.0,
754,40,2.93651291389402,55,12,13,14,33,1,1,1,0,2,1.0,10.0,
700,40,2.8622008809294686,73,12,17,9,38,1,1,1,0,8,3.0,,
503,40,2.531710715985803,84,11,11,2,30,0,1,0,1,3,,9.0,9.0
937,40,3.153803828124486,104,12,14,15,32,1,0,1,0,1,2.0,12.0,9.0
624,40,2.747270914255491,92,10,18,10,36,1,0,1,0,2,3.0,10.0,6.0
750,40,2.9311937524164198,83,12,4,10,32,1,1,1,0,7,1.0,10.0,6.0
900,40,3.1135153092103742,98,14,1,8,30,1,1,1,0,7,2.0,10.0,6.0
540,40,2.6026896854443837,70,10,12,10,29,1,1,1,0,9,,10.0,7.0
642,35,2.909240242200547,87,13,9,3,30,1,0,1,0,10,10.0,4.0,10.0
400,50,2.0794415416798357,96,15,6,10,28,0,0,1,0,5,,12.0,
900,40,3.1135153092103742,80,10,15,14,38,1,0,1,0,3,3.0,12.0,10.0
513,40,2.551396391056833,104,16,8,10,33,1,0,1,0,5,2.0,12.0,10.0
894,40,3.106826321059578,104,18,7,10,35,1,0,1,0,7,8.0,9.0,8.0
1282,60,3.061832075258515,96,18,7,5,32,1,0,1,1,4,2.0,12.0,18.0
485,40,2.495269436823547,89,12,10,9,30,0,0,1,0,4,3.0,12.0,18.0
325,55,1.7764919970972666,113,12,11,5,29,1,0,1,0,1,2.0,10.0,13.0
769,45,2.8384284797353243,105,12,16,5,33,1,0,1,0,4,1.0,7.0,7.0
618,40,2.7376090033437546,84,14,6,8,31,0,0,1,1,7,8.0,7.0,4.0
1040,48,3.0757749812275277,108,12,16,17,35,1,0,1,1,6,7.0,7.0,3.0
751,40,2.932526197650198,104,12,15,4,34,1,0,1,1,4,3.0,8.0,3.0
380,50,2.028148247292285,106,12,15,11,30,1,0,1,0,2,1.0,7.0,7.0
300,24,2.5257286443082556,83,12,16,3,37,1,1,1,1,4,1.0,3.0,
753,46,2.7954238313107984,70,10,21,7,38,1,0,1,1,4,2.0,12.0,7.0
1065,65,2.7963428082478883,104,16,10,11,34,1,0,1,1,2,3.0,11.0,12.0
1070,40,3.2865344733420154,91,12,13,1,30,1,0,0,1,1,2.0,14.0,12.0
1573,55,3.353406717825807,112,18,7,8,34,1,0,1,1,1,1.0,14.0,18.0
650,40,2.7880929087757464,97,10,14,9,30,1,0,1,0,5,1.0,12.0,9.0
700,45,2.7444178452730847,99,12,15,7,32,1,0,1,0,4,2.0,10.0,10.0
494,40,2.513656063073986,74,12,16,4,34,1,1,1,0,5,,,
890,48,2.920020451818295,100,12,4,8,31,1,0,1,0,0,1.0,,
520,40,2.5649493574615367,86,10,15,12,31,1,0,1,0,0,1.0,6.0,
891,40,3.103464973356873,90,12,16,16,32,1,0,1,0,5,5.0,12.0,9.0
570,50,2.4336133554004498,101,12,11,12,30,1,0,0,1,2,3.0,12.0,
1444,40,3.586292865338835,109,15,11,1,29,1,0,1,1,2,1.0,11.0,9.0
481,48,2.3046662591978704,98,12,14,2,31,0,1,0,1,4,3.0,,
500,44,2.4304184645039304,107,12,21,12,38,1,0,1,0,2,,12.0,7.0
1473,40,3.606176962348694,110,16,15,15,36,1,0,1,0,1,2.0,12.0,14.0
803,40,2.9994752598328254,120,13,4,1,28,1,0,1,1,3,4.0,10.0,12.0
962,50,2.9569914452375605,97,16,7,2,30,1,0,1,1,0,1.0,12.0,12.0
1000,44,3.123565645063876,103,12,9,5,29,1,0,1,1,0,1.0,11.0,
600,40,2.70805020110221,114,16,5,4,30,1,0,1,1,2,1.0,12.0,12.0
450,40,2.4203681286504293,95,11,12,2,30,1,0,1,0,2,3.0,8.0,8.0
629,60,2.3497866944783397,93,12,6,1,30,1,1,1,0,8,3.0,10.0,6.0
492,60,2.1041341542702074,67,12,15,2,34,1,1,1,0,3,,8.0,
1562,40,3.664842876285695,97,17,7,2,32,1,0,1,1,5,1.0,12.0,13.0
357,70,1.62924053973028,97,14,6,3,28,1,0,1,0,1,2.0,13.0,16.0
960,40,3.1780538303479458,83,13,14,13,32,1,0,1,1,4,,10.0,
566,45,2.531931588432863,104,16,5,2,32,1,0,1,0,1,2.0,12.0,12.0
481,40,2.486987815991825,82,12,9,2,32,1,0,1,0,2,2.0,12.0,8.0
1442,40,3.584906863730958,113,16,8,10,35,1,0,1,1,2,2.0,8.0,8.0
645,45,2.662587827025453,93,12,11,3,35,1,0,1,0,7,7.0,7.0,8.0
788,40,2.9806186357439426,100,11,15,6,32,1,1,1,0,5,,9.0,
644,42,2.7300291078209855,101,12,11,5,33,1,0,1,0,4,3.0,12.0,
477,45,2.3608540011180215,100,12,9,3,31,1,0,1,0,3,3.0,7.0,7.0
664,60,2.403937587254333,82,16,10,9,34,1,1,1,1,3,4.0,16.0,16.0
520,40,2.5649493574615367,79,16,6,1,30,1,1,1,0,0,1.0,11.0,
1202,40,3.4028626609812167,102,13,10,3,31,1,0,1,1,7,7.0,8.0,6.0
538,45,2.481196070391465,77,12,12,10,28,1,1,1,0,9,,7.0,
873,44,2.987745921921341,109,12,12,12,28,1,0,1,0,1,1.0,,11.0
1000,40,3.2188758248682006,107,12,17,18,35,1,0,1,0,5,1.0,,
